index,classification,name,club_page,external_url
0126,康樂性,藍聲口琴社,https://osa_activity.ntu.edu.tw/club/detail/sn/0126  ,https://www.facebook.com/ntubluesound/
0128,學藝性,美術社,https://osa_activity.ntu.edu.tw/club/detail/sn/0128  ,https://www.facebook.com/ntuartclub/
0133,體適能,醫學院網球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0133  ,https://www.facebook.com/NTUCMTennis/
0134,學藝性,椰風搖滾社,https://osa_activity.ntu.edu.tw/club/detail/sn/0134  ,https://www.instagram.com/ntu_rock_club
0135,自治性,社會學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0135  ,https://www.facebook.com/ntusoc/
0147,自治性,地質科學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0147  ,https://www.facebook.com/2022ntugeocamp/
0148,自治性,地理環境資源學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0148  ,https://www.facebook.com/geogyes/
0150,學術性,健言社,https://osa_activity.ntu.edu.tw/club/detail/sn/0150  ,"Heping west road sec.2, Taipei"
0151,自治性,外國語文學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0151  ,https://www.facebook.com/ntudfllsa/
0153,學術性,象棋研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0153  ,https://reurl.cc/GVG4op
0156,聯誼性,港澳同學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0156  ,https://www.facebook.com/groups/ntuhkmsa/
0158,自治性,研究生協會,https://osa_activity.ntu.edu.tw/club/detail/sn/0158  ,https://www.facebook.com/NTUGSA
0159,自治性,藥學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0159  ,https://rx.mc.ntu.edu.tw/nturxsa/
0162,學術性,現代詩社,https://osa_activity.ntu.edu.tw/club/detail/sn/0162  ,https://www.facebook.com/ntupoemclub/
0164,學藝性,綠野社,https://osa_activity.ntu.edu.tw/club/detail/sn/0164  ,https://www.facebook.com/ntugreenfield
0165,學藝性,交響樂團,https://osa_activity.ntu.edu.tw/club/detail/sn/0165  ,http://club.ntu.edu.tw/~club20165/
0170,學術性,天文社,https://osa_activity.ntu.edu.tw/club/detail/sn/0170  ,
0171,康樂性,射箭協會,https://osa_activity.ntu.edu.tw/club/detail/sn/0171  ,https://www.facebook.com/NTUArchery/?fref=ts
0175,綜合性,登山社,https://osa_activity.ntu.edu.tw/club/detail/sn/0175  ,http://www.mountain.org.tw
0176,學藝性,崑曲研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0176  ,https://www.facebook.com/NTUKunqu
0177,學藝性,花藝社,https://osa_activity.ntu.edu.tw/club/detail/sn/0177  ,https://www.facebook.com/weRntuflower
0178,學藝性,世界風格舞社,https://osa_activity.ntu.edu.tw/club/detail/sn/0178  ,https://www.facebook.com/NTUfolkdance
0179,自治性,動物科學技術學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0179  ,
0180,體適能,跆拳道社,https://osa_activity.ntu.edu.tw/club/detail/sn/0180  ,https://www.facebook.com/ntutaekwondo
0182,自治性,牙醫學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0182  ,https://reurl.cc/g7n42z
0183,服務性,慈幼會社區服務團,https://osa_activity.ntu.edu.tw/club/detail/sn/0183  ,https://www.facebook.com/ntukkperfect/
0186,體適能,醫學院桌球隊,https://osa_activity.ntu.edu.tw/club/detail/sn/0186  ,https://www.facebook.com/NTUMCTT
0189,自治性,法律學院學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0189  ,http://club.ntu.edu.tw/~club10189/
0190,自治性,護理學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0190  ,
0192,自治性,醫學檢驗暨生物技術學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0192  ,https://www.mc.ntu.edu.tw/clsmb/Index.action
0193,學術性,晨曦學社,https://osa_activity.ntu.edu.tw/club/detail/sn/0193  ,https://ntusunrise.blogspot.com/
0194,綜合性,柔道社,https://osa_activity.ntu.edu.tw/club/detail/sn/0194  ,https://www.facebook.com/NTUjudo/
0196,學術性,大學論壇社,https://osa_activity.ntu.edu.tw/club/detail/sn/0196  ,台北市大安區羅斯福路四段1號
0197,學藝性,集郵筆友社,https://osa_activity.ntu.edu.tw/club/detail/sn/0197  ,https://www.facebook.com/ntustamp/
0202,學術性,航空社,https://osa_activity.ntu.edu.tw/club/detail/sn/0202  ,https://www.facebook.com/ntuaviationclub/
0203,自治性,生物產業傳播暨發展學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0203  ,https://www.facebook.com/NTUBICDSA/
0204,自治性,圖書資訊學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0204  ,https://www.facebook.com/ntulislis/
0206,學藝性,圍棋社,https://osa_activity.ntu.edu.tw/club/detail/sn/0206  ,https://www.facebook.com/TaiDaWeiQiQintugo/
0210,聯誼性,台南地區校友會,https://osa_activity.ntu.edu.tw/club/detail/sn/0210  ,https://www.facebook.com/ntutaafancy/
0221,學術性,視聽研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0221  ,
0232,聯誼性,馬來西亞同學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0232  ,https://reurl.cc/8Gb0oM
0235,自治性,公共衛生學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0235  ,https://www.facebook.com/2020ntuphcamp/
0237,自治性,數學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0237  ,https://www.facebook.com/ntumath.2010/
0240,學術性,傳統醫學研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0240  ,https://www.facebook.com/NTUTraditionalMedicineClub
0242,學藝性,吉他社,https://osa_activity.ntu.edu.tw/club/detail/sn/0242  ,https://www.facebook.com/ntuguitar/
0244,綜合性,童軍社,https://osa_activity.ntu.edu.tw/club/detail/sn/0244  ,https://www.facebook.com/ntuscout/
0252,聯誼性,椰島社,https://osa_activity.ntu.edu.tw/club/detail/sn/0252  ,https://www.facebook.com/ntuisaofficial/
0253,聯誼性,緬甸僑生同學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0253  ,http://mocsa.g.amalay.cc/NTU-MOCSA/
0292,自治性,國家發展研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0292  ,https://www.facebook.com/groups/124311327596706/
0293,體適能,西洋劍社,https://osa_activity.ntu.edu.tw/club/detail/sn/0293  ,https://www.facebook.com/NTUfencing/
0295,學藝性,星韻合唱團,https://osa_activity.ntu.edu.tw/club/detail/sn/0295  ,https://www.facebook.com/NTUStarRhythmChorus
0296,學術性,國際經濟商管學生會臺大分會,https://osa_activity.ntu.edu.tw/club/detail/sn/0296  ,https://www.instagram.com/aiesec.inntu/
0297,服務性,小恐龍服務社,https://osa_activity.ntu.edu.tw/club/detail/sn/0297  ,https://www.facebook.com/NTUtutor
0298,自治性,工商管理學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0298  ,https://www.facebook.com/NTUBASS
0299,自治性,會計學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0299  ,
0300,自治性,財務金融學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0300  ,https://reurl.cc/9Eb7pj
0301,自治性,國際企業學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0301  ,https://ntuibdept.wordpress.com/
0312,自治性,管理學院學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0312  ,
0313,學術性,自然保育社,https://osa_activity.ntu.edu.tw/club/detail/sn/0313  ,https://www.facebook.com/ntuconserve/
0314,學藝性,茶藝研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0314  ,https://www.facebook.com/ntuteaclub
0315,服務性,光鹽社,https://osa_activity.ntu.edu.tw/club/detail/sn/0315  ,https://www.instagram.com/ntu_fellowship?igsh=eXc3ZnpicWRxZmxy
0318,學術性,女性主義研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0318  ,https://www.facebook.com/ntufeminismclub
0321,服務性,漁村服務社,https://osa_activity.ntu.edu.tw/club/detail/sn/0321  ,https://www.facebook.com/ntucos/
0329,體適能,滑板社,https://osa_activity.ntu.edu.tw/club/detail/sn/0329  ,https://www.facebook.com/NTUSkateboardSociety/
0330,學術性,勞工事務研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0330  ,https://www.facebook.com/NTULabor/
0333,學術性,易學研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0333  ,https://www.facebook.com/NTUICPSC/
0335,聯誼性,建中北一女校友會,https://osa_activity.ntu.edu.tw/club/detail/sn/0335  ,https://www.facebook.com/NtuCkTfg2013/
0340,學藝性,書法社,https://osa_activity.ntu.edu.tw/club/detail/sn/0340  ,http://www.csie.ntu.edu.tw/~f93035/calligraphy/
0344,學術性,證券研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0344  ,http://nsrs01988.wixsite.com/nsrs1988
0346,學藝性,鋼琴社,https://osa_activity.ntu.edu.tw/club/detail/sn/0346  ,https://www.facebook.com/NTUpiano/
0348,綜合性,劍道社,https://osa_activity.ntu.edu.tw/club/detail/sn/0348  ,https://www.facebook.com/ntukendoclub/
0355,體適能,醫學院排球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0355  ,https://www.facebook.com/NTUCMvolley/
0358,自治性,社會科學院學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0358  ,https://www.facebook.com/NTUSSSA
0364,學術性,單車社,https://osa_activity.ntu.edu.tw/club/detail/sn/0364  ,https://ntucyclub.wordpress.com/
0365,學藝性,蛋糕製作研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0365  ,https://www.facebook.com/NTUESC
0376,學術性,醫心社,https://osa_activity.ntu.edu.tw/club/detail/sn/0376  ,https://www.facebook.com/ntumedchrist/
0379,學藝性,尋云手語社,https://osa_activity.ntu.edu.tw/club/detail/sn/0379  ,https://www.facebook.com/NTUSignLanguageClub/
0380,學術性,人生哲學研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0380  ,http://club.ntu.edu.tw/~club20380/
0381,康樂性,熱門舞蹈研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0381  ,https://www.facebook.com/NTUPDC/
0384,學藝性,卡通漫畫研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0384  ,https://www.facebook.com/ntuccc/
0386,學藝性,調酒冷飲研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0386  ,https://www.facebook.com/NTUCocktail/
0387,體適能,醫學院羽球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0387  ,
0390,學術性,鐵道暨火車研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0390  ,https://www.facebook.com/nturail/
0398,體適能,醫學院籃球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0398  ,
0400,學術性,台灣語文研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0400  ,https://www.facebook.com/ntutgbs/
0402,學藝性,體操社,https://osa_activity.ntu.edu.tw/club/detail/sn/0402  ,https://www.facebook.com/gymnasticsntu/
0403,學術性,電影研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0403  ,https://www.facebook.com/ntufilmclub/
0404,學術性,太極拳研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0404  ,
0408,學藝性,古典吉他社,https://osa_activity.ntu.edu.tw/club/detail/sn/0408  ,https://www.facebook.com/NTUCGS
0410,聯誼性,日本人學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0410  ,https://www.facebook.com/%E5%9B%BD%E7%AB%8B%E5%8F%B0%E6%B9%BE%E5%A4%A7%E5%AD%A6-%E6%97%A5%E6%9C%AC%E4%BA%BA%E4%BC%9A-414514448656884/
0411,自治性,中國文學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0411  ,https://reurl.cc/62q0Lk
0412,綜合性,網球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0412  ,https://reurl.cc/O1m4VA
0413,學術性,電動玩具研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0413  ,http://www.facebook.com/ntuvgc
0421,服務性,流浪貓狗關懷社,https://osa_activity.ntu.edu.tw/club/detail/sn/0421  ,https://www.facebook.com/ntulovelive/
0423,服務性,醫學院學生社會服務團,https://osa_activity.ntu.edu.tw/club/detail/sn/0423  ,https://www.facebook.com/ntumedserve
0424,體適能,拳擊社,https://osa_activity.ntu.edu.tw/club/detail/sn/0424  ,
0427,服務性,慈幼義光團,https://osa_activity.ntu.edu.tw/club/detail/sn/0427  ,https://www.facebook.com/ntuchildren/
0428,體適能,醫學院足球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0428  ,
0429,綜合性,機車研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0429  ,https://www.facebook.com/NTUmotorclub
0432,綜合性,花蓮地區校友會,https://osa_activity.ntu.edu.tw/club/detail/sn/0432  ,https://www.facebook.com/2020NTUhualienweek
0433,學術性,客家研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0433  ,https://www.facebook.com/NTUHakka
0440,自治性,土木工程學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0440  ,https://sites.google.com/view/ntucesa
0452,聯誼性,韓國同學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0452  ,https://reurl.cc/1xOGgQ
0456,學藝性,懷筑古箏社,https://osa_activity.ntu.edu.tw/club/detail/sn/0456  ,https://www.facebook.com/NTUZither/
0470,自治性,資訊管理學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0470  ,https://www.facebook.com/NTUIMSA/
0472,服務性,鄉村服務社,https://osa_activity.ntu.edu.tw/club/detail/sn/0472  ,
0474,綜合性,潛水社,https://osa_activity.ntu.edu.tw/club/detail/sn/0474  ,https://www.facebook.com/NtuDivingClub
0479,自治性,藝術史研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0479  ,
0480,學術性,中國大陸事務學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0480  ,
0481,綜合性,高爾夫球聯誼社,https://osa_activity.ntu.edu.tw/club/detail/sn/0481  ,https://www.facebook.com/ntugolf
0483,綜合性,原聲帶社,https://osa_activity.ntu.edu.tw/club/detail/sn/0483  ,http://www.facebook.com/groups/110122029021600/
0489,體適能,保齡球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0489  ,
0495,自治性,職能治療學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0495  ,https://www.facebook.com/NTUOTSA/
0496,自治性,物理治療學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0496  ,https://www.facebook.com/NTUPTSA/
0499,學術性,聖經研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0499  ,https://www.facebook.com/biblestudyclub
0504,綜合性,TMBA臺大分會,https://osa_activity.ntu.edu.tw/club/detail/sn/0504  ,
0508,服務性,自閉星雨服務團,https://osa_activity.ntu.edu.tw/club/detail/sn/0508  ,https://www.facebook.com/starrain.ntu/
0513,學術性,禪學社,https://osa_activity.ntu.edu.tw/club/detail/sn/0513  ,https://www.facebook.com/ntuizen
0514,綜合性,徐州壘球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0514  ,2-51-8
0516,綜合性,男同性戀社,https://osa_activity.ntu.edu.tw/club/detail/sn/0516  ,https://www.facebook.com/ntugc.tw
0527,康樂性,桌球研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0527  ,台北市內湖區康寧路一段57號
0529,自治性,建築與城鄉研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0529  ,http://club.ntu.edu.tw/~club10529/
0532,康樂性,魔術研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0532  ,https://www.facebook.com/NTUMAGIC?fref=ts
0533,學藝性,北管研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0533  ,
0536,綜合性,中日青年交流社,https://osa_activity.ntu.edu.tw/club/detail/sn/0536  ,
0537,學藝性,杏林管弦樂團,https://osa_activity.ntu.edu.tw/club/detail/sn/0537  ,https://www.facebook.com/ntuhlco
0539,聯誼性,浯友會,https://osa_activity.ntu.edu.tw/club/detail/sn/0539  ,https://www.facebook.com/NTUkinmenweek
0542,綜合性,空手道社,https://osa_activity.ntu.edu.tw/club/detail/sn/0542  ,https://www.facebook.com/NTUKarate/
0550,學術性,崇德青年社,https://osa_activity.ntu.edu.tw/club/detail/sn/0550  ,
0560,綜合性,轉學生聯會,https://osa_activity.ntu.edu.tw/club/detail/sn/0560  ,
0563,自治性,日本語文學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0563  ,https://reurl.cc/X6QRZg
0569,學藝性,美食烹飪社,https://osa_activity.ntu.edu.tw/club/detail/sn/0569  ,https://www.facebook.com/ntucooktasteclub
0572,學術性,女同誌異社,https://osa_activity.ntu.edu.tw/club/detail/sn/0572  ,https://www.facebook.com/ntulambda/
0577,學術性,濁水溪社,https://osa_activity.ntu.edu.tw/club/detail/sn/0577  ,"No. 1, Sec. 4, Roosevelt Rd.,"
0589,康樂性,法社學院桌球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0589  ,https://www.facebook.com/groups/355979474479009/
0592,聯誼性,南投地區校友會,https://osa_activity.ntu.edu.tw/club/detail/sn/0592  ,https://www.facebook.com/NTUtouyo/
0595,學藝性,流行音樂歌唱社,https://osa_activity.ntu.edu.tw/club/detail/sn/0595  ,https://www.facebook.com/ntucompoclub
0597,服務性,慈濟青年社,https://osa_activity.ntu.edu.tw/club/detail/sn/0597  ,https://www.facebook.com/ntutzuchi/
0607,綜合性,Hive of Dreams 夢巢社,https://osa_activity.ntu.edu.tw/club/detail/sn/0607  ,
0608,學藝性,雜耍社,https://osa_activity.ntu.edu.tw/club/detail/sn/0608  ,https://www.facebook.com/NTUjuggling/
0624,學術性,推理小說研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0624  ,https://www.facebook.com/ntumysteryclub/
0626,學術性,咖啡文化研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0626  ,https://www.facebook.com/NTUCOFFEE/
0627,學藝性,綺巧手工藝社,https://osa_activity.ntu.edu.tw/club/detail/sn/0627  ,https://www.facebook.com/ntuhandiwork?fref=ts
0638,學術性,教育學程學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0638  ,https://www.facebook.com/NTUEDUSA/
0639,自治性,社會學研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0639  ,
0643,學藝性,模型研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0643  ,https://www.facebook.com/ntumrc/
0648,學術性,小說賞析社,https://osa_activity.ntu.edu.tw/club/detail/sn/0648  ,https://www.facebook.com/NTUfiction
0653,學藝性,音樂劇社,https://osa_activity.ntu.edu.tw/club/detail/sn/0653  ,https://www.facebook.com/ntumusical/
0654,體適能,競技啦啦隊社,https://osa_activity.ntu.edu.tw/club/detail/sn/0654  ,https://www.facebook.com/ntucheer?mibextid=LQQJ4d
0656,康樂性,羽球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0656  ,https://www.facebook.com/profile.php?id=61565948066619
0658,服務性,外籍生接待服務義工社,https://osa_activity.ntu.edu.tw/club/detail/sn/0658  ,https://www.facebook.com/NTUISIE
0666,學術性,氣象資訊傳播社,https://osa_activity.ntu.edu.tw/club/detail/sn/0666  ,
0683,康樂性,英文歌曲賞析社,https://osa_activity.ntu.edu.tw/club/detail/sn/0683  ,
0690,學術性,國際英語演講會,https://osa_activity.ntu.edu.tw/club/detail/sn/0690  ,https://www.facebook.com/ntutm/
0697,服務性,公共衛生工作服務隊,https://osa_activity.ntu.edu.tw/club/detail/sn/0697  ,https://dph.ntu.edu.tw/web/student/student.jsp?cp_no=CP1582014629981&lang=tw
0704,自治性,植物病理與微生物學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0704  ,https://www.facebook.com/NTUPPM/
0705,自治性,護理學系研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0705  ,https://masterntunursaing.wixsite.com/website-1
0715,綜合性,科幻社,https://osa_activity.ntu.edu.tw/club/detail/sn/0715  ,https://www.facebook.com/ntustarfleetacademy/
0716,綜合性,望月詩社,https://osa_activity.ntu.edu.tw/club/detail/sn/0716  ,
0718,自治性,昆蟲學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0718  ,https://www.facebook.com/ntuentomol/
0729,服務性,向日葵服務社,https://osa_activity.ntu.edu.tw/club/detail/sn/0729  ,https://www.facebook.com/NTUsunflower/
0730,學術性,奇幻藝術研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0730  ,https://www.facebook.com/NTU.Fantasy/
0747,體適能,水上服務隊,https://osa_activity.ntu.edu.tw/club/detail/sn/0747  ,https://www.facebook.com/ntulifeguard
0751,學術性,法輪大法社,https://osa_activity.ntu.edu.tw/club/detail/sn/0751  ,https://www.facebook.com/NTUFaLunDaFaClub
0754,自治性,戲劇學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0754  ,羅斯福路四段一號台灣大學女一舍114室
0757,自治性,藥學研究所學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0757  ,
0764,綜合性,椰林合氣道社,https://osa_activity.ntu.edu.tw/club/detail/sn/0764  ,https://www.facebook.com/AikidoNTU/
0770,綜合性,國際標準舞社,https://osa_activity.ntu.edu.tw/club/detail/sn/0770  ,https://www.facebook.com/NTU.Dancing
0773,學術性,撞球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0773  ,http://club.ntu.edu.tw/~club20773/
0776,學術性,寶石礦物研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0776  ,
0777,學術性,模擬聯合國社,https://osa_activity.ntu.edu.tw/club/detail/sn/0777  ,
0778,體適能,法律學院排球社,https://osa_activity.ntu.edu.tw/club/detail/sn/0778  ,
0783,學術性,布袋戲研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0783  ,https://www.facebook.com/ntupds/
0785,自治性,生物化學暨分子生物學研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0785  ,
0791,綜合性,薇閣校友會,https://osa_activity.ntu.edu.tw/club/detail/sn/0791  ,https://www.facebook.com/wegointaida/
0794,學藝性,嘻哈文化研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0794  ,http://www.facebook.com/NtuHiphop
0797,自治性,電機資訊學院學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0797  ,
0801,學藝性,現代舞社,https://osa_activity.ntu.edu.tw/club/detail/sn/0801  ,https://www.facebook.com/ntumd
0802,綜合性,學園團契社,https://osa_activity.ntu.edu.tw/club/detail/sn/0802  ,https://www.facebook.com/ntutccc/
0807,服務性,陽光椰子社會服務社,https://osa_activity.ntu.edu.tw/club/detail/sn/0807  ,https://www.facebook.com/ntusunnycoconut
0819,服務性,身心障礙學生權益促進會,https://osa_activity.ntu.edu.tw/club/detail/sn/0819  ,https://www.facebook.com/NTUDSRA
0821,學術性,中醫典籍研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0821  ,http://club.ntu.edu.tw/
0823,學藝性,國畫社,https://osa_activity.ntu.edu.tw/club/detail/sn/0823  ,
0825,學藝性,電子琴社,https://osa_activity.ntu.edu.tw/club/detail/sn/0825  ,https://www.facebook.com/ntukeyboard/
0829,綜合性,中智社,https://osa_activity.ntu.edu.tw/club/detail/sn/0829  ,https://www.facebook.com/ntumidwaywisdom
0832,自治性,材料科學與工程學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0832  ,https://www.facebook.com/share/1BW15XMf1T/
0835,綜合性,福智青年社,https://osa_activity.ntu.edu.tw/club/detail/sn/0835  ,https://www.facebook.com/ntubwyouth.tw/
0838,綜合性,新心社,https://osa_activity.ntu.edu.tw/club/detail/sn/0838  ,https://www.facebook.com/ntunewheart/
0845,服務性,醫學院口腔衛生服務隊,https://osa_activity.ntu.edu.tw/club/detail/sn/0845  ,
0853,自治性,社會工作學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0853  ,https://www.facebook.com/NTUSWad/
0854,自治性,社會工作學系研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0854  ,
0855,自治性,新聞研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0855  ,http://club.ntu.edu.tw/~club10855/
0857,綜合性,爵士愛樂社,https://osa_activity.ntu.edu.tw/club/detail/sn/0857  ,https://www.facebook.com/NTUJazzClub/
0860,綜合性,服裝社,https://osa_activity.ntu.edu.tw/club/detail/sn/0860  ,台北市大安區羅斯福路四段一號台大女一舍318
0866,學藝性,阿根廷探戈社,https://osa_activity.ntu.edu.tw/club/detail/sn/0866  ,https://www.facebook.com/NTUtango/
0867,學術性,領袖教育學社,https://osa_activity.ntu.edu.tw/club/detail/sn/0867  ,https://www.facebook.com/ntuleadership/
0871,自治性,臨床藥學研究所學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0871  ,
0876,服務性,長青團契社,https://osa_activity.ntu.edu.tw/club/detail/sn/0876  ,http://blog.yam.com/hugoftaisu
0888,學術性,塔羅牌研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0888  ,https://www.facebook.com/NTUTarot/
0889,服務性,高雄地區校友會社會服務團,https://osa_activity.ntu.edu.tw/club/detail/sn/0889  ,https://www.facebook.com/NTUKSBEAR/
0890,自治性,生命科學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0890  ,https://reurl.cc/exkreW
0891,自治性,生化科技學系學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0891  ,台北市文山區木柵路三段六十五號六樓之一
0895,學藝性,詞曲創作社,https://osa_activity.ntu.edu.tw/club/detail/sn/0895  ,https://www.facebook.com/ntumelodylyric
0911,體適能,帆船社,https://osa_activity.ntu.edu.tw/club/detail/sn/0911  ,https://www.facebook.com/NTUSailingClub
0913,綜合性,生存遊戲社,https://osa_activity.ntu.edu.tw/club/detail/sn/0913  ,http://www.facebook.com/ntusurvivalgame
0914,學藝性,瑜珈社,https://osa_activity.ntu.edu.tw/club/detail/sn/0914  ,https://www.facebook.com/ntuyoga/
0915,自治性,生命科學院學生會,https://osa_activity.ntu.edu.tw/club/detail/sn/0915  ,http://club.ntu.
0917,學藝性,多國語言會話練習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0917  ,http://www.facebook.com/ntumlc?fref=ts
0918,學藝性,踢踏舞社,https://osa_activity.ntu.edu.tw/club/detail/sn/0918  ,https://goo.gl/H4uVpa
0919,學藝性,古琴社,https://osa_activity.ntu.edu.tw/club/detail/sn/0919  ,大安區羅斯福路四段1號
0920,服務性,童癌童語服務社,https://osa_activity.ntu.edu.tw/club/detail/sn/0920  ,https://www.facebook.com/ntuccs/
0928,綜合性,籃球協會,https://osa_activity.ntu.edu.tw/club/detail/sn/0928  ,https://www.facebook.com/NTUBasketballAssociation
0931,綜合性,玄宇太極功‧禪修研習社,https://osa_activity.ntu.edu.tw/club/detail/sn/0931  ,
0932,學術性,伊斯蘭和平社,https://osa_activity.ntu.edu.tw/club/detail/sn/0932  ,
0934,學術性,維基研究社,https://osa_activity.ntu.edu.tw/club/detail/sn/0934  ,https://zh.wikipedia.org/wiki/Wikipedia:國立臺灣大學維基研究社
0939,聯誼性,澎友會,https://osa_activity.ntu.edu.tw/club/detail/sn/0939  ,https://www.facebook.com/2020PHfriendweek/
0943,綜合性,世界志工社,https://osa_activity.ntu.edu.tw/club/detail/sn/0943  ,https://www.facebook.com/ntuwvs/
0945,綜合性,醫學院游泳社,https://osa_activity.ntu.edu.tw/club/detail/sn/0945  ,
0946,自治性,微生物研究所所學會,https://osa_activity.ntu.edu.tw/club/detail/sn/0946  ,仁愛路1段1號7樓
0948,服務性,國際珍古德根與芽社,https://osa_activity.ntu.edu.tw/club/detail/sn/0948  ,https://www.facebook.com/NTURootsAndShoots/
